run,bc,grade_deg,frame,bin,x_centre_m,depth_m
closed_g64_grade3p0,closed,3.0,16,8,6.428376,0.293049
closed_g64_grade3p0,closed,3.0,16,9,7.115378,0.306813
closed_g64_grade3p0,closed,3.0,16,10,7.802380,0.325143
closed_g64_grade3p0,closed,3.0,16,11,8.489382,0.630906
closed_g64_grade3p0,closed,3.0,17,0,0.932360,
closed_g64_grade3p0,closed,3.0,17,1,1.619362,0.235279
closed_g64_grade3p0,closed,3.0,17,2,2.306364,0.277439
closed_g64_grade3p0,closed,3.0,17,3,2.993366,0.276643
closed_g64_grade3p0,closed,3.0,17,4,3.680368,0.273440
closed_g64_grade3p0,closed,3.0,17,5,4.367370,0.296809
closed_g64_grade3p0,closed,3.0,17,6,5.054372,0.297837
closed_g64_grade3p0,closed,3.0,17,7,5.741374,0.296008
closed_g64_grade3p0,closed,3.0,17,8,6.428376,0.297991
closed_g64_grade3p0,closed,3.0,17,9,7.115378,0.309379
closed_g64_grade3p0,closed,3.0,17,10,7.802380,0.321380
closed_g64_grade3p0,closed,3.0,17,11,8.489382,0.938666
closed_g64_grade3p0,closed,3.0,18,0,0.932360,
closed_g64_grade3p0,closed,3.0,18,1,1.619362,0.229144
closed_g64_grade3p0,closed,3.0,18,2,2.306364,0.278237
closed_g64_grade3p0,closed,3.0,18,3,2.993366,0.272723
closed_g64_grade3p0,closed,3.0,18,4,3.680368,0.278013
closed_g64_grade3p0,closed,3.0,18,5,4.367370,0.297283
closed_g64_grade3p0,closed,3.0,18,6,5.054372,0.288513
closed_g64_grade3p0,closed,3.0,18,7,5.741374,0.286412
closed_g64_grade3p0,closed,3.0,18,8,6.428376,0.326512
closed_g64_grade3p0,closed,3.0,18,9,7.115378,0.287705
closed_g64_grade3p0,closed,3.0,18,10,7.802380,0.332562
closed_g64_grade3p0,closed,3.0,18,11,8.489382,0.925622
closed_g64_grade3p0,closed,3.0,19,0,0.932360,
closed_g64_grade3p0,closed,3.0,19,1,1.619362,0.216084
closed_g64_grade3p0,closed,3.0,19,2,2.306364,0.277210
closed_g64_grade3p0,closed,3.0,19,3,2.993366,0.273087
closed_g64_grade3p0,closed,3.0,19,4,3.680368,0.271825
closed_g64_grade3p0,closed,3.0,19,5,4.367370,0.291307
closed_g64_grade3p0,closed,3.0,19,6,5.054372,0.291973
closed_g64_grade3p0,closed,3.0,19,7,5.741374,0.319286
closed_g64_grade3p0,closed,3.0,19,8,6.428376,0.315855
closed_g64_grade3p0,closed,3.0,19,9,7.115378,0.295501
closed_g64_grade3p0,closed,3.0,19,10,7.802380,0.338481
closed_g64_grade3p0,closed,3.0,19,11,8.489382,0.919830
closed_g64_grade3p0,closed,3.0,20,0,0.932360,
closed_g64_grade3p0,closed,3.0,20,1,1.619362,0.219204
closed_g64_grade3p0,closed,3.0,20,2,2.306364,0.272232
closed_g64_grade3p0,closed,3.0,20,3,2.993366,0.270915
closed_g64_grade3p0,closed,3.0,20,4,3.680368,0.267093
closed_g64_grade3p0,closed,3.0,20,5,4.367370,0.301719
closed_g64_grade3p0,closed,3.0,20,6,5.054372,0.293685
closed_g64_grade3p0,closed,3.0,20,7,5.741374,0.311725
closed_g64_grade3p0,closed,3.0,20,8,6.428376,0.289516
closed_g64_grade3p0,closed,3.0,20,9,7.115378,0.325439
closed_g64_grade3p0,closed,3.0,20,10,7.802380,0.341876
closed_g64_grade3p0,closed,3.0,20,11,8.489382,0.908218
closed_g64_grade3p0,closed,3.0,21,0,0.932360,
closed_g64_grade3p0,closed,3.0,21,1,1.619362,0.220431
closed_g64_grade3p0,closed,3.0,21,2,2.306364,0.269709
closed_g64_grade3p0,closed,3.0,21,3,2.993366,0.268384
closed_g64_grade3p0,closed,3.0,21,4,3.680368,0.271935
closed_g64_grade3p0,closed,3.0,21,5,4.367370,0.283447
closed_g64_grade3p0,closed,3.0,21,6,5.054372,0.297106
closed_g64_grade3p0,closed,3.0,21,7,5.741374,0.294109
closed_g64_grade3p0,closed,3.0,21,8,6.428376,0.313928
closed_g64_grade3p0,closed,3.0,21,9,7.115378,0.306084
closed_g64_grade3p0,closed,3.0,21,10,7.802380,0.339053
closed_g64_grade3p0,closed,3.0,21,11,8.489382,0.894254
closed_g64_grade3p0,closed,3.0,22,0,0.932360,
closed_g64_grade3p0,closed,3.0,22,1,1.619362,0.212761
closed_g64_grade3p0,closed,3.0,22,2,2.306364,0.269062
closed_g64_grade3p0,closed,3.0,22,3,2.993366,0.266517
closed_g64_grade3p0,closed,3.0,22,4,3.680368,0.271068
closed_g64_grade3p0,closed,3.0,22,5,4.367370,0.288710
closed_g64_grade3p0,closed,3.0,22,6,5.054372,0.286331
closed_g64_grade3p0,closed,3.0,22,7,5.741374,0.304636
closed_g64_grade3p0,closed,3.0,22,8,6.428376,0.328099
closed_g64_grade3p0,closed,3.0,22,9,7.115378,0.298867
closed_g64_grade3p0,closed,3.0,22,10,7.802380,0.354493
closed_g64_grade3p0,closed,3.0,22,11,8.489382,0.881665
closed_g64_grade3p0,closed,3.0,23,0,0.932360,
closed_g64_grade3p0,closed,3.0,23,1,1.619362,0.164833
closed_g64_grade3p0,closed,3.0,23,2,2.306364,0.272598
closed_g64_grade3p0,closed,3.0,23,3,2.993366,0.264663
closed_g64_grade3p0,closed,3.0,23,4,3.680368,0.269011
closed_g64_grade3p0,closed,3.0,23,5,4.367370,0.279870
closed_g64_grade3p0,closed,3.0,23,6,5.054372,0.286533
closed_g64_grade3p0,closed,3.0,23,7,5.741374,0.287798
closed_g64_grade3p0,closed,3.0,23,8,6.428376,0.328547
closed_g64_grade3p0,closed,3.0,23,9,7.115378,0.295233
closed_g64_grade3p0,closed,3.0,23,10,7.802380,0.365562
closed_g64_grade3p0,closed,3.0,23,11,8.489382,0.868284
closed_g64_grade3p0,closed,3.0,24,0,0.932360,
closed_g64_grade3p0,closed,3.0,24,1,1.619362,0.169013
closed_g64_grade3p0,closed,3.0,24,2,2.306364,0.262508
closed_g64_grade3p0,closed,3.0,24,3,2.993366,0.263015
closed_g64_grade3p0,closed,3.0,24,4,3.680368,0.268992
closed_g64_grade3p0,closed,3.0,24,5,4.367370,0.269932
closed_g64_grade3p0,closed,3.0,24,6,5.054372,0.293658
closed_g64_grade3p0,closed,3.0,24,7,5.741374,0.315124
closed_g64_grade3p0,closed,3.0,24,8,6.428376,0.287007
closed_g64_grade3p0,closed,3.0,24,9,7.115378,0.304487
closed_g64_grade3p0,closed,3.0,24,10,7.802380,0.383729
closed_g64_grade3p0,closed,3.0,24,11,8.489382,0.856423
closed_g64_grade3p0,closed,3.0,25,0,0.932360,
closed_g64_grade3p0,closed,3.0,25,1,1.619362,0.160012
closed_g64_grade3p0,closed,3.0,25,2,2.306364,0.258693
closed_g64_grade3p0,closed,3.0,25,3,2.993366,0.261309
closed_g64_grade3p0,closed,3.0,25,4,3.680368,0.263590
closed_g64_grade3p0,closed,3.0,25,5,4.367370,0.274860
closed_g64_grade3p0,closed,3.0,25,6,5.054372,0.293192
closed_g64_grade3p0,closed,3.0,25,7,5.741374,0.288007
closed_g64_grade3p0,closed,3.0,25,8,6.428376,0.287926
closed_g64_grade3p0,closed,3.0,25,9,7.115378,0.309071
closed_g64_grade3p0,closed,3.0,25,10,7.802380,0.396496
closed_g64_grade3p0,closed,3.0,25,11,8.489382,0.847267
closed_g64_grade3p0,closed,3.0,26,0,0.932360,
closed_g64_grade3p0,closed,3.0,26,1,1.619362,0.136467
closed_g64_grade3p0,closed,3.0,26,2,2.306364,0.257840
closed_g64_grade3p0,closed,3.0,26,3,2.993366,0.258795
closed_g64_grade3p0,closed,3.0,26,4,3.680368,0.259518
closed_g64_grade3p0,closed,3.0,26,5,4.367370,0.273033
closed_g64_grade3p0,closed,3.0,26,6,5.054372,0.277668
closed_g64_grade3p0,closed,3.0,26,7,5.741374,0.291844
closed_g64_grade3p0,closed,3.0,26,8,6.428376,0.289159
closed_g64_grade3p0,closed,3.0,26,9,7.115378,0.330714
closed_g64_grade3p0,closed,3.0,26,10,7.802380,0.409941
closed_g64_grade3p0,closed,3.0,26,11,8.489382,0.839216
closed_g64_grade3p0,closed,3.0,27,0,0.932360,
closed_g64_grade3p0,closed,3.0,27,1,1.619362,0.125864
closed_g64_grade3p0,closed,3.0,27,2,2.306364,0.252375
closed_g64_grade3p0,closed,3.0,27,3,2.993366,0.252600
closed_g64_grade3p0,closed,3.0,27,4,3.680368,0.259929
closed_g64_grade3p0,closed,3.0,27,5,4.367370,0.269043
closed_g64_grade3p0,closed,3.0,27,6,5.054372,0.284959
closed_g64_grade3p0,closed,3.0,27,7,5.741374,0.290363
closed_g64_grade3p0,closed,3.0,27,8,6.428376,0.318385
closed_g64_grade3p0,closed,3.0,27,9,7.115378,0.302061
closed_g64_grade3p0,closed,3.0,27,10,7.802380,0.423081
closed_g64_grade3p0,closed,3.0,27,11,8.489382,0.829466
closed_g64_grade3p0,closed,3.0,28,0,0.932360,
closed_g64_grade3p0,closed,3.0,28,1,1.619362,0.122202
closed_g64_grade3p0,closed,3.0,28,2,2.306364,0.244262
closed_g64_grade3p0,closed,3.0,28,3,2.993366,0.254920
closed_g64_grade3p0,closed,3.0,28,4,3.680368,0.258184
closed_g64_grade3p0,closed,3.0,28,5,4.367370,0.269321
closed_g64_grade3p0,closed,3.0,28,6,5.054372,0.285279
closed_g64_grade3p0,closed,3.0,28,7,5.741374,0.289313
closed_g64_grade3p0,closed,3.0,28,8,6.428376,0.304212
closed_g64_grade3p0,closed,3.0,28,9,7.115378,0.319880
closed_g64_grade3p0,closed,3.0,28,10,7.802380,0.440640
closed_g64_grade3p0,closed,3.0,28,11,8.489382,0.822516
closed_g64_grade3p0,closed,3.0,29,0,0.932360,
closed_g64_grade3p0,closed,3.0,29,1,1.619362,0.101995
closed_g64_grade3p0,closed,3.0,29,2,2.306364,0.242242
closed_g64_grade3p0,closed,3.0,29,3,2.993366,0.251014
closed_g64_grade3p0,closed,3.0,29,4,3.680368,0.255432
closed_g64_grade3p0,closed,3.0,29,5,4.367370,0.270322
closed_g64_grade3p0,closed,3.0,29,6,5.054372,0.274513
closed_g64_grade3p0,closed,3.0,29,7,5.741374,0.288925
closed_g64_grade3p0,closed,3.0,29,8,6.428376,0.288262
closed_g64_grade3p0,closed,3.0,29,9,7.115378,0.330547
closed_g64_grade3p0,closed,3.0,29,10,7.802380,0.465730
closed_g64_grade3p0,closed,3.0,29,11,8.489382,0.814972
closed_g64_grade3p0,closed,3.0,30,0,0.932360,
closed_g64_grade3p0,closed,3.0,30,1,1.619362,0.050502
closed_g64_grade3p0,closed,3.0,30,2,2.306364,0.234585
closed_g64_grade3p0,closed,3.0,30,3,2.993366,0.245429
closed_g64_grade3p0,closed,3.0,30,4,3.680368,0.255371
closed_g64_grade3p0,closed,3.0,30,5,4.367370,0.270580
closed_g64_grade3p0,closed,3.0,30,6,5.054372,0.273823
closed_g64_grade3p0,closed,3.0,30,7,5.741374,0.287531
closed_g64_grade3p0,closed,3.0,30,8,6.428376,0.283705
closed_g64_grade3p0,closed,3.0,30,9,7.115378,0.304409
closed_g64_grade3p0,closed,3.0,30,10,7.802380,0.485829
closed_g64_grade3p0,closed,3.0,30,11,8.489382,0.810182
closed_g64_grade3p0,closed,3.0,31,0,0.932360,
closed_g64_grade3p0,closed,3.0,31,1,1.619362,0.058146
closed_g64_grade3p0,closed,3.0,31,2,2.306364,0.229845
closed_g64_grade3p0,closed,3.0,31,3,2.993366,0.246013
closed_g64_grade3p0,closed,3.0,31,4,3.680368,0.251643
closed_g64_grade3p0,closed,3.0,31,5,4.367370,0.271439
closed_g64_grade3p0,closed,3.0,31,6,5.054372,0.264272
closed_g64_grade3p0,closed,3.0,31,7,5.741374,0.288137
closed_g64_grade3p0,closed,3.0,31,8,6.428376,0.281622
closed_g64_grade3p0,closed,3.0,31,9,7.115378,0.302460
closed_g64_grade3p0,closed,3.0,31,10,7.802380,0.505262
closed_g64_grade3p0,closed,3.0,31,11,8.489382,0.815364
closed_g64_grade3p0,closed,3.0,32,0,0.932360,
closed_g64_grade3p0,closed,3.0,32,1,1.619362,0.039228
closed_g64_grade3p0,closed,3.0,32,2,2.306364,0.226559
closed_g64_grade3p0,closed,3.0,32,3,2.993366,0.243799
closed_g64_grade3p0,closed,3.0,32,4,3.680368,0.252037
closed_g64_grade3p0,closed,3.0,32,5,4.367370,0.261204
closed_g64_grade3p0,closed,3.0,32,6,5.054372,0.270559
closed_g64_grade3p0,closed,3.0,32,7,5.741374,0.273559
closed_g64_grade3p0,closed,3.0,32,8,6.428376,0.290107
closed_g64_grade3p0,closed,3.0,32,9,7.115378,0.315435
closed_g64_grade3p0,closed,3.0,32,10,7.802380,0.535396
closed_g64_grade3p0,closed,3.0,32,11,8.489382,0.808949
closed_g64_grade3p0,closed,3.0,33,0,0.932360,
closed_g64_grade3p0,closed,3.0,33,1,1.619362,0.041134
closed_g64_grade3p0,closed,3.0,33,2,2.306364,0.204411
closed_g64_grade3p0,closed,3.0,33,3,2.993366,0.240417
closed_g64_grade3p0,closed,3.0,33,4,3.680368,0.249832
closed_g64_grade3p0,closed,3.0,33,5,4.367370,0.257413
closed_g64_grade3p0,closed,3.0,33,6,5.054372,0.270393
closed_g64_grade3p0,closed,3.0,33,7,5.741374,0.288476
closed_g64_grade3p0,closed,3.0,33,8,6.428376,0.270963
closed_g64_grade3p0,closed,3.0,33,9,7.115378,0.325538
closed_g64_grade3p0,closed,3.0,33,10,7.802380,0.557362
closed_g64_grade3p0,closed,3.0,33,11,8.489382,0.811160
closed_g64_grade3p0,closed,3.0,34,0,0.932360,
closed_g64_grade3p0,closed,3.0,34,1,1.619362,0.027620
closed_g64_grade3p0,closed,3.0,34,2,2.306364,0.196261
closed_g64_grade3p0,closed,3.0,34,3,2.993366,0.244893
closed_g64_grade3p0,closed,3.0,34,4,3.680368,0.242466
closed_g64_grade3p0,closed,3.0,34,5,4.367370,0.261913
closed_g64_grade3p0,closed,3.0,34,6,5.054372,0.264314
closed_g64_grade3p0,closed,3.0,34,7,5.741374,0.273907
closed_g64_grade3p0,closed,3.0,34,8,6.428376,0.285936
closed_g64_grade3p0,closed,3.0,34,9,7.115378,0.335876
closed_g64_grade3p0,closed,3.0,34,10,7.802380,0.579452
closed_g64_grade3p0,closed,3.0,34,11,8.489382,0.806249
closed_g64_grade3p0,closed,3.0,35,0,0.932360,
closed_g64_grade3p0,closed,3.0,35,1,1.619362,0.020942
closed_g64_grade3p0,closed,3.0,35,2,2.306364,0.192700
closed_g64_grade3p0,closed,3.0,35,3,2.993366,0.239293
closed_g64_grade3p0,closed,3.0,35,4,3.680368,0.240929
closed_g64_grade3p0,closed,3.0,35,5,4.367370,0.253869
closed_g64_grade3p0,closed,3.0,35,6,5.054372,0.263891
closed_g64_grade3p0,closed,3.0,35,7,5.741374,0.285631
closed_g64_grade3p0,closed,3.0,35,8,6.428376,0.270861
closed_g64_grade3p0,closed,3.0,35,9,7.115378,0.320491
closed_g64_grade3p0,closed,3.0,35,10,7.802380,0.609721
closed_g64_grade3p0,closed,3.0,35,11,8.489382,0.793211
closed_g64_grade3p0,closed,3.0,36,0,0.932360,
closed_g64_grade3p0,closed,3.0,36,1,1.619362,
closed_g64_grade3p0,closed,3.0,36,2,2.306364,0.183966
closed_g64_grade3p0,closed,3.0,36,3,2.993366,0.226364
closed_g64_grade3p0,closed,3.0,36,4,3.680368,0.238362
closed_g64_grade3p0,closed,3.0,36,5,4.367370,0.252503
closed_g64_grade3p0,closed,3.0,36,6,5.054372,0.268914
closed_g64_grade3p0,closed,3.0,36,7,5.741374,0.288162
closed_g64_grade3p0,closed,3.0,36,8,6.428376,0.282296
closed_g64_grade3p0,closed,3.0,36,9,7.115378,0.324803
closed_g64_grade3p0,closed,3.0,36,10,7.802380,0.634856
closed_g64_grade3p0,closed,3.0,36,11,8.489382,0.789330
closed_g64_grade3p0,closed,3.0,37,0,0.932360,
closed_g64_grade3p0,closed,3.0,37,1,1.619362,
closed_g64_grade3p0,closed,3.0,37,2,2.306364,0.172370
closed_g64_grade3p0,closed,3.0,37,3,2.993366,0.220311
closed_g64_grade3p0,closed,3.0,37,4,3.680368,0.238132
closed_g64_grade3p0,closed,3.0,37,5,4.367370,0.251596
closed_g64_grade3p0,closed,3.0,37,6,5.054372,0.268897
closed_g64_grade3p0,closed,3.0,37,7,5.741374,0.260184
closed_g64_grade3p0,closed,3.0,37,8,6.428376,0.277980
closed_g64_grade3p0,closed,3.0,37,9,7.115378,0.325559
closed_g64_grade3p0,closed,3.0,37,10,7.802380,0.660886
closed_g64_grade3p0,closed,3.0,37,11,8.489382,0.777093
closed_g64_grade3p0,closed,3.0,38,0,0.932360,
closed_g64_grade3p0,closed,3.0,38,1,1.619362,
closed_g64_grade3p0,closed,3.0,38,2,2.306364,0.164402
closed_g64_grade3p0,closed,3.0,38,3,2.993366,0.214037
closed_g64_grade3p0,closed,3.0,38,4,3.680368,0.235896
closed_g64_grade3p0,closed,3.0,38,5,4.367370,0.248651
closed_g64_grade3p0,closed,3.0,38,6,5.054372,0.268367
closed_g64_grade3p0,closed,3.0,38,7,5.741374,0.260306
closed_g64_grade3p0,closed,3.0,38,8,6.428376,0.288478
closed_g64_grade3p0,closed,3.0,38,9,7.115378,0.331979
closed_g64_grade3p0,closed,3.0,38,10,7.802380,0.683696
closed_g64_grade3p0,closed,3.0,38,11,8.489382,0.769454
closed_g64_grade3p0,closed,3.0,39,0,0.932360,
closed_g64_grade3p0,closed,3.0,39,1,1.619362,
closed_g64_grade3p0,closed,3.0,39,2,2.306364,0.160494
closed_g64_grade3p0,closed,3.0,39,3,2.993366,0.209672
closed_g64_grade3p0,closed,3.0,39,4,3.680368,0.235505
closed_g64_grade3p0,closed,3.0,39,5,4.367370,0.247903
closed_g64_grade3p0,closed,3.0,39,6,5.054372,0.259282
closed_g64_grade3p0,closed,3.0,39,7,5.741374,0.269898
closed_g64_grade3p0,closed,3.0,39,8,6.428376,0.278960
closed_g64_grade3p0,closed,3.0,39,9,7.115378,0.339458
closed_g64_grade3p0,closed,3.0,39,10,7.802380,0.710487
closed_g64_grade3p0,closed,3.0,39,11,8.489382,0.757467
closed_g64_grade3p0,closed,3.0,40,0,0.932360,
closed_g64_grade3p0,closed,3.0,40,1,1.619362,
closed_g64_grade3p0,closed,3.0,40,2,2.306364,0.151935
closed_g64_grade3p0,closed,3.0,40,3,2.993366,0.198886
closed_g64_grade3p0,closed,3.0,40,4,3.680368,0.232342
closed_g64_grade3p0,closed,3.0,40,5,4.367370,0.250720
closed_g64_grade3p0,closed,3.0,40,6,5.054372,0.257380
closed_g64_grade3p0,closed,3.0,40,7,5.741374,0.264657
closed_g64_grade3p0,closed,3.0,40,8,6.428376,0.291788
closed_g64_grade3p0,closed,3.0,40,9,7.115378,0.348829
closed_g64_grade3p0,closed,3.0,40,10,7.802380,0.730077
closed_g64_grade3p0,closed,3.0,40,11,8.489382,0.751902
closed_g64_grade3p0,closed,3.0,41,0,0.932360,
closed_g64_grade3p0,closed,3.0,41,1,1.619362,
closed_g64_grade3p0,closed,3.0,41,2,2.306364,0.145275
closed_g64_grade3p0,closed,3.0,41,3,2.993366,0.193805
closed_g64_grade3p0,closed,3.0,41,4,3.680368,0.227961
closed_g64_grade3p0,closed,3.0,41,5,4.367370,0.244873
closed_g64_grade3p0,closed,3.0,41,6,5.054372,0.260749
closed_g64_grade3p0,closed,3.0,41,7,5.741374,0.259064
closed_g64_grade3p0,closed,3.0,41,8,6.428376,0.284951
closed_g64_grade3p0,closed,3.0,41,9,7.115378,0.351530
closed_g64_grade3p0,closed,3.0,41,10,7.802380,0.751210
closed_g64_grade3p0,closed,3.0,41,11,8.489382,0.749372
closed_g64_grade3p0,closed,3.0,42,0,0.932360,
closed_g64_grade3p0,closed,3.0,42,1,1.619362,
closed_g64_grade3p0,closed,3.0,42,2,2.306364,0.129996
closed_g64_grade3p0,closed,3.0,42,3,2.993366,0.187525
closed_g64_grade3p0,closed,3.0,42,4,3.680368,0.215320
closed_g64_grade3p0,closed,3.0,42,5,4.367370,0.241220
closed_g64_grade3p0,closed,3.0,42,6,5.054372,0.261014
closed_g64_grade3p0,closed,3.0,42,7,5.741374,0.256827
closed_g64_grade3p0,closed,3.0,42,8,6.428376,0.283920
closed_g64_grade3p0,closed,3.0,42,9,7.115378,0.352602
closed_g64_grade3p0,closed,3.0,42,10,7.802380,0.751565
closed_g64_grade3p0,closed,3.0,42,11,8.489382,0.754267
closed_g64_grade3p0,closed,3.0,43,0,0.932360,
closed_g64_grade3p0,closed,3.0,43,1,1.619362,
closed_g64_grade3p0,closed,3.0,43,2,2.306364,0.119502
closed_g64_grade3p0,closed,3.0,43,3,2.993366,0.172569
closed_g64_grade3p0,closed,3.0,43,4,3.680368,0.214155
closed_g64_grade3p0,closed,3.0,43,5,4.367370,0.241125
closed_g64_grade3p0,closed,3.0,43,6,5.054372,0.250703
closed_g64_grade3p0,closed,3.0,43,7,5.741374,0.263644
closed_g64_grade3p0,closed,3.0,43,8,6.428376,0.283408
closed_g64_grade3p0,closed,3.0,43,9,7.115378,0.356236
closed_g64_grade3p0,closed,3.0,43,10,7.802380,0.770942
closed_g64_grade3p0,closed,3.0,43,11,8.489382,0.748302
closed_g64_grade3p0,closed,3.0,44,0,0.932360,
closed_g64_grade3p0,closed,3.0,44,1,1.619362,
closed_g64_grade3p0,closed,3.0,44,2,2.306364,0.084807
closed_g64_grade3p0,closed,3.0,44,3,2.993366,0.159066
closed_g64_grade3p0,closed,3.0,44,4,3.680368,0.211238
closed_g64_grade3p0,closed,3.0,44,5,4.367370,0.233350
closed_g64_grade3p0,closed,3.0,44,6,5.054372,0.249630
closed_g64_grade3p0,closed,3.0,44,7,5.741374,0.265334
closed_g64_grade3p0,closed,3.0,44,8,6.428376,0.269197
closed_g64_grade3p0,closed,3.0,44,9,7.115378,0.377528
closed_g64_grade3p0,closed,3.0,44,10,7.802380,0.788397
closed_g64_grade3p0,closed,3.0,44,11,8.489382,0.743301
closed_g64_grade3p0,closed,3.0,45,0,0.932360,
closed_g64_grade3p0,closed,3.0,45,1,1.619362,
closed_g64_grade3p0,closed,3.0,45,2,2.306364,0.068280
closed_g64_grade3p0,closed,3.0,45,3,2.993366,0.153247
closed_g64_grade3p0,closed,3.0,45,4,3.680368,0.207646
closed_g64_grade3p0,closed,3.0,45,5,4.367370,0.231651
closed_g64_grade3p0,closed,3.0,45,6,5.054372,0.250413
closed_g64_grade3p0,closed,3.0,45,7,5.741374,0.262673
closed_g64_grade3p0,closed,3.0,45,8,6.428376,0.265293
closed_g64_grade3p0,closed,3.0,45,9,7.115378,0.384598
closed_g64_grade3p0,closed,3.0,45,10,7.802380,0.794318
closed_g64_grade3p0,closed,3.0,45,11,8.489382,0.740844
closed_g64_grade3p0,closed,3.0,46,0,0.932360,
closed_g64_grade3p0,closed,3.0,46,1,1.619362,
closed_g64_grade3p0,closed,3.0,46,2,2.306364,0.064316
closed_g64_grade3p0,closed,3.0,46,3,2.993366,0.149462
closed_g64_grade3p0,closed,3.0,46,4,3.680368,0.193727
closed_g64_grade3p0,closed,3.0,46,5,4.367370,0.233227
closed_g64_grade3p0,closed,3.0,46,6,5.054372,0.248699
closed_g64_grade3p0,closed,3.0,46,7,5.741374,0.260045
closed_g64_grade3p0,closed,3.0,46,8,6.428376,0.265359
closed_g64_grade3p0,closed,3.0,46,9,7.115378,0.401911
closed_g64_grade3p0,closed,3.0,46,10,7.802380,0.795800
closed_g64_grade3p0,closed,3.0,46,11,8.489382,0.742294
closed_g64_grade3p0,closed,3.0,47,0,0.932360,
closed_g64_grade3p0,closed,3.0,47,1,1.619362,
closed_g64_grade3p0,closed,3.0,47,2,2.306364,0.063375
closed_g64_grade3p0,closed,3.0,47,3,2.993366,0.144520
closed_g64_grade3p0,closed,3.0,47,4,3.680368,0.194034
closed_g64_grade3p0,closed,3.0,47,5,4.367370,0.227680
closed_g64_grade3p0,closed,3.0,47,6,5.054372,0.247380
closed_g64_grade3p0,closed,3.0,47,7,5.741374,0.258927
closed_g64_grade3p0,closed,3.0,47,8,6.428376,0.267902
closed_g64_grade3p0,closed,3.0,47,9,7.115378,0.417538
closed_g64_grade3p0,closed,3.0,47,10,7.802380,0.804454
closed_g64_grade3p0,closed,3.0,47,11,8.489382,0.739349
closed_g64_grade3p0,closed,3.0,48,0,0.932360,
closed_g64_grade3p0,closed,3.0,48,1,1.619362,
closed_g64_grade3p0,closed,3.0,48,2,2.306364,0.060721
closed_g64_grade3p0,closed,3.0,48,3,2.993366,0.134387
closed_g64_grade3p0,closed,3.0,48,4,3.680368,0.186377
closed_g64_grade3p0,closed,3.0,48,5,4.367370,0.227446
closed_g64_grade3p0,closed,3.0,48,6,5.054372,0.242636
closed_g64_grade3p0,closed,3.0,48,7,5.741374,0.259518
closed_g64_grade3p0,closed,3.0,48,8,6.428376,0.266477
closed_g64_grade3p0,closed,3.0,48,9,7.115378,0.439702
closed_g64_grade3p0,closed,3.0,48,10,7.802380,0.802532
closed_g64_grade3p0,closed,3.0,48,11,8.489382,0.741811
closed_g64_grade3p0,closed,3.0,49,0,0.932360,
closed_g64_grade3p0,closed,3.0,49,1,1.619362,
closed_g64_grade3p0,closed,3.0,49,2,2.306364,0.054116
closed_g64_grade3p0,closed,3.0,49,3,2.993366,0.128410
closed_g64_grade3p0,closed,3.0,49,4,3.680368,0.182675
closed_g64_grade3p0,closed,3.0,49,5,4.367370,0.214074
closed_g64_grade3p0,closed,3.0,49,6,5.054372,0.240820
closed_g64_grade3p0,closed,3.0,49,7,5.741374,0.252087
closed_g64_grade3p0,closed,3.0,49,8,6.428376,0.270608
closed_g64_grade3p0,closed,3.0,49,9,7.115378,0.451533
closed_g64_grade3p0,closed,3.0,49,10,7.802380,0.800981
closed_g64_grade3p0,closed,3.0,49,11,8.489382,0.741172
closed_g64_grade3p0,closed,3.0,50,0,0.932360,
closed_g64_grade3p0,closed,3.0,50,1,1.619362,
closed_g64_grade3p0,closed,3.0,50,2,2.306364,0.050110
closed_g64_grade3p0,closed,3.0,50,3,2.993366,0.124508
closed_g64_grade3p0,closed,3.0,50,4,3.680368,0.174811
closed_g64_grade3p0,closed,3.0,50,5,4.367370,0.207502
closed_g64_grade3p0,closed,3.0,50,6,5.054372,0.236637
closed_g64_grade3p0,closed,3.0,50,7,5.741374,0.249413
closed_g64_grade3p0,closed,3.0,50,8,6.428376,0.274819
closed_g64_grade3p0,closed,3.0,50,9,7.115378,0.471381
closed_g64_grade3p0,closed,3.0,50,10,7.802380,0.803535
closed_g64_grade3p0,closed,3.0,50,11,8.489382,0.742326
closed_g64_grade3p0,closed,3.0,51,0,0.932360,
closed_g64_grade3p0,closed,3.0,51,1,1.619362,
closed_g64_grade3p0,closed,3.0,51,2,2.306364,0.046611
closed_g64_grade3p0,closed,3.0,51,3,2.993366,0.119994
closed_g64_grade3p0,closed,3.0,51,4,3.680368,0.169667
closed_g64_grade3p0,closed,3.0,51,5,4.367370,0.203538
closed_g64_grade3p0,closed,3.0,51,6,5.054372,0.232036
closed_g64_grade3p0,closed,3.0,51,7,5.741374,0.250240
closed_g64_grade3p0,closed,3.0,51,8,6.428376,0.279476
closed_g64_grade3p0,closed,3.0,51,9,7.115378,0.498567
closed_g64_grade3p0,closed,3.0,51,10,7.802380,0.808174
closed_g64_grade3p0,closed,3.0,51,11,8.489382,0.746772
closed_g64_grade3p0,closed,3.0,52,0,0.932360,
closed_g64_grade3p0,closed,3.0,52,1,1.619362,
closed_g64_grade3p0,closed,3.0,52,2,2.306364,0.046364
closed_g64_grade3p0,closed,3.0,52,3,2.993366,0.112531
closed_g64_grade3p0,closed,3.0,52,4,3.680368,0.158286
