round,run,bed,head_len,U,frame,q,y_b,y_c,ratio,froude,n_sunk
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,0,0.000000,0.190553,,,0.000000,5206
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,5,0.022515,0.198230,0.037247,0.187899,0.043969,4643
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,10,0.236274,0.160935,0.178534,1.109352,0.609929,3694
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,15,0.266927,0.150772,0.193659,1.284450,0.778164,3220
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,20,0.263129,0.137707,0.191818,1.392941,0.922156,4158
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,25,0.247396,0.120048,0.184094,1.533499,1.055579,5445
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,30,0.254991,0.108061,0.187843,1.738303,1.239148,7350
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,35,0.230577,0.091561,0.175653,1.918415,1.250348,8994
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,40,0.209147,0.086744,0.164593,1.897467,1.005622,9926
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,45,0.166829,0.099162,0.141566,1.427620,0.826350,10894
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,50,0.149197,0.098802,0.131407,1.330000,0.925416,12171
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,55,0.157606,0.082862,0.136299,1.644889,1.026250,13770
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,60,0.189616,0.079437,0.154180,1.940909,1.218015,15117
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,65,0.164117,0.079036,0.140027,1.771680,1.115384,15088
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,70,0.155436,0.078774,0.135045,1.714330,1.114752,16416
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,75,0.144043,0.076530,0.128363,1.677290,1.077897,17533
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,80,0.158691,0.074883,0.136924,1.828508,1.272872,18422
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,85,0.148112,0.071300,0.130769,1.834071,1.233289,19591
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,90,0.142958,0.065206,0.127717,1.958680,1.250696,20948
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,95,0.134277,0.065593,0.122493,1.867471,1.248637,22397
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,100,0.126139,0.063820,0.117493,1.841000,1.284587,24161
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,105,0.133464,0.061462,0.121998,1.984930,1.141827,25864
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,110,0.121799,0.060467,0.114782,1.898270,1.130476,28538
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,115,0.126139,0.061515,0.117493,1.909977,1.299035,31728
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,120,0.110948,0.066127,0.107859,1.631083,1.112316,34952
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,125,0.103624,0.054204,0.103059,1.901306,1.185979,37872
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,130,0.092773,0.060574,0.095733,1.580415,1.065299,40530
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,135,0.092231,0.053151,0.095359,1.794125,1.191233,43033
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,140,0.082465,0.052093,0.088503,1.698944,1.785914,45423
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,145,0.078125,0.040996,0.085370,2.082405,2.230226,47767
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,150,0.081651,0.033564,0.087920,2.619477,2.789375,49939
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,155,0.074327,0.026547,0.082580,3.110763,3.050325,52282
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,160,0.071343,0.026584,0.080355,3.022731,3.450529,54709
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,165,0.089518,0.022201,0.093480,4.210670,5.408446,57181
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,170,0.087891,0.019015,0.092343,4.856290,6.465623,59794
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,175,0.083550,0.017268,0.089278,5.169993,6.651925,62627
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,180,0.097114,0.012800,0.098696,7.710815,9.203032,65520
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,185,0.088976,0.011643,0.093102,7.996173,9.962418,68298
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,190,0.067546,0.013166,0.077477,5.884731,8.969752,70530
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,195,0.050184,0.013959,0.063556,4.552954,9.348769,72384
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,200,0.076226,0.014048,0.083981,5.978287,20.808116,74175
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,205,0.103624,0.015823,0.103059,6.513360,83.742092,75632
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,210,0.046387,0.006545,0.060308,9.213719,35.678919,75680
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,215,0.039876,0.002075,0.054524,26.271087,,74107
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,220,0.161675,0.002876,0.138635,48.211368,,71513
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,225,0.045573,0.007418,0.059600,8.034895,,68722
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,230,0.040690,0.004929,0.055263,11.212788,,68992
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,235,0.157335,0.007579,0.136143,17.963773,,68913
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,240,0.067546,0.009125,0.077477,8.491121,,63005
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,245,0.082465,0.008969,0.088503,9.867574,,61987
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,250,0.292155,0.011613,0.205677,17.710369,,62575
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,255,0.018989,0.008380,0.033249,3.967706,,60492
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,260,0.134820,0.008925,0.122823,13.761187,,62525
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,265,0.262044,0.014967,0.191291,12.781053,,62090
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,270,0.005968,0.005739,0.015369,2.678021,,60432
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,275,0.149197,0.009147,0.131407,14.365824,,62270
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,280,0.064562,0.015034,0.075178,5.000654,,59884
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,285,0.013835,0.003023,0.026921,8.904557,,61003
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,290,0.310872,0.013206,0.214371,16.232954,,61690
v2_boxbed_broken,ovf2_v0p5,box,0.00,0.50,295,0.027398,0.010561,0.042454,4.019747,,62598
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,0,0.000000,0.191990,,,0.000000,5206
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,5,0.022786,0.207720,0.037546,0.180752,0.043781,4701
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,10,0.244954,0.169140,0.182880,1.081239,0.600354,3809
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,15,0.301107,0.166718,0.209857,1.258752,0.821190,3276
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,20,0.311957,0.148453,0.214869,1.447389,1.039563,3916
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,25,0.301107,0.127647,0.209857,1.644046,1.251244,5820
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,30,0.272624,0.107231,0.196405,1.831609,1.309581,8315
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,35,0.255805,0.097054,0.188242,1.939554,1.342882,10612
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,40,0.217556,0.089723,0.168976,1.883297,0.964417,12869
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,45,0.177138,0.106493,0.147339,1.383553,0.921475,14204
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,50,0.160862,0.094963,0.138169,1.454980,1.021317,15241
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,55,0.185004,0.080200,0.151670,1.891131,1.211018,15403
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,60,0.190430,0.078611,0.154620,1.966902,1.281733,14852
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,65,0.166558,0.077949,0.141412,1.814171,1.191375,15215
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,70,0.145128,0.078304,0.129006,1.647498,1.014397,16346
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,75,0.144586,0.077423,0.128685,1.662104,1.080855,17746
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,80,0.143500,0.076431,0.128040,1.675231,1.120701,19278
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,85,0.153537,0.070227,0.133943,1.907278,1.318181,20823
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,90,0.134820,0.066825,0.122823,1.837988,1.196199,22306
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,95,0.131022,0.065429,0.120505,1.841765,1.254166,23773
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,100,0.134277,0.061753,0.122493,1.983595,1.399013,25739
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,105,0.122884,0.061033,0.115462,1.891804,1.085937,28048
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,110,0.112033,0.060877,0.108561,1.783292,1.174704,30666
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,115,0.113390,0.060092,0.109436,1.821143,1.148567,33595
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,120,0.100369,0.052424,0.100889,1.924489,0.993722,36352
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,125,0.099284,0.064880,0.100160,1.543785,1.097082,39066
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,130,0.084907,0.065229,0.090241,1.383456,1.161352,41863
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,135,0.084093,0.055711,0.089664,1.609452,1.346617,44384
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,140,0.065918,0.048385,0.076228,1.575448,1.599193,46758
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,145,0.079481,0.035573,0.086355,2.427549,2.371921,49059
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,150,0.088162,0.031311,0.092533,2.955313,3.104501,51316
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,155,0.100098,0.025168,0.100707,4.001380,4.271195,53609
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,160,0.088704,0.023796,0.092912,3.904527,4.741737,55866
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,165,0.088433,0.021707,0.092723,4.271650,5.948311,58467
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,170,0.089518,0.018677,0.093480,5.005143,6.852537,61100
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,175,0.090875,0.016879,0.094422,5.593889,7.602509,63830
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,180,0.084093,0.012325,0.089664,7.275055,8.015618,66603
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,185,0.090875,0.013212,0.094422,7.146682,9.771216,69222
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,190,0.064562,0.011587,0.075178,6.488158,8.429638,71482
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,195,0.087619,0.017935,0.092153,5.138131,14.875393,73621
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,200,0.056152,0.013854,0.068500,4.944562,13.505960,74880
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,205,0.043403,0.010981,0.057693,5.253954,,75773
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,210,0.065104,0.009178,0.075599,8.237265,,73923
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,215,0.093316,0.000772,0.096105,124.565864,,73810
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,220,0.139974,0.003039,0.125934,41.435894,,70652
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,225,0.047472,0.002085,0.061245,29.374297,,64441
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,230,0.169000,0.005186,0.142791,27.531602,,63200
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,235,0.049642,0.008553,0.063097,7.377371,,62001
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,240,0.064833,0.004838,0.075389,15.583455,,64182
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,245,0.161133,0.010326,0.138325,13.395265,,65683
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,250,0.036892,0.011712,0.051769,4.420301,,60321
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,255,0.043403,0.006999,0.057693,8.242714,,61303
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,260,0.193142,0.011291,0.156085,13.824420,,62335
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,265,0.158149,0.013495,0.136612,10.123423,,57176
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,270,0.000000,0.004367,,,,56787
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,275,0.163845,0.016385,0.139873,8.536597,,57769
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,280,0.019531,0.009041,0.033879,3.747231,,55663
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,285,0.009223,0.006727,0.020544,3.054255,,56691
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,290,0.350749,0.009021,0.232331,25.753348,,56913
v2_boxbed_broken,ovf2_v0p7,box,0.00,0.70,295,0.000000,0.002929,,,,55257
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,0,0.000000,0.203448,,,0.000000,5206
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,5,0.022786,0.221223,0.037546,0.169719,0.041864,4766
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,10,0.255805,0.186338,0.188242,1.010216,0.601922,3856
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,15,0.347222,0.177043,0.230771,1.303478,0.905859,3488
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,20,0.355360,0.154676,0.234363,1.515184,1.143714,3838
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,25,0.347222,0.132838,0.230771,1.737236,1.416935,5626
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,30,0.330946,0.114298,0.223502,1.955443,1.587433,8473
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,35,0.282389,0.099514,0.201068,2.020497,1.279191,10108
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,40,0.226237,0.098853,0.173441,1.754539,0.948772,12591
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,45,0.186089,0.113433,0.152262,1.342313,0.965448,16080
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,50,0.160862,0.095493,0.138169,1.446910,0.831778,18915
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,55,0.219184,0.090586,0.169818,1.874666,1.225467,21120
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,60,0.190972,0.085421,0.154914,1.813538,1.235266,19720
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,65,0.164659,0.083487,0.140336,1.680920,1.260191,19756
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,70,0.161404,0.072395,0.138480,1.912842,1.348173,20755
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,75,0.140516,0.062381,0.126259,2.023995,1.262256,22219
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,80,0.106066,0.063232,0.104671,1.655338,0.952392,24887
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,85,0.107151,0.060059,0.105384,1.754674,1.063873,27827
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,90,0.096571,0.061281,0.098328,1.604525,1.020839,31690
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,95,0.108236,0.057813,0.106094,1.835114,1.249284,34909
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,100,0.110948,0.055528,0.107859,1.942429,1.308532,37545
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,105,0.106066,0.051635,0.104671,2.027142,1.311569,39146
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,110,0.109592,0.049671,0.106978,2.153748,1.407255,40972
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,115,0.093316,0.048582,0.096105,1.978211,1.281572,42733
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,120,0.096571,0.046546,0.098328,2.112504,1.102244,44417
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,125,0.086263,0.046697,0.091200,1.953009,1.070412,46443
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,130,0.086263,0.059335,0.091200,1.537018,1.609512,48437
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,135,0.087619,0.041638,0.092153,2.213173,1.962009,50497
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,140,0.084364,0.036399,0.089856,2.468625,2.431396,52612
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,145,0.070530,0.033004,0.079743,2.416123,2.390864,54769
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,150,0.073513,0.028148,0.081976,2.912362,3.189243,57017
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,155,0.073513,0.024089,0.081976,3.403079,3.919027,59571
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,160,0.064019,0.021936,0.074757,3.407954,4.497379,62134
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,165,0.064019,0.018698,0.074757,3.998167,5.806142,64731
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,170,0.093587,0.017008,0.096292,5.661561,9.066864,67537
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,175,0.093316,0.012124,0.096105,7.926596,10.525889,70341
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,180,0.094130,0.010730,0.096663,9.009073,12.305300,72624
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,185,0.071615,0.013291,0.080558,6.060967,10.734334,73696
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,190,0.046929,0.013045,0.060777,4.659173,8.659841,74355
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,195,0.132378,0.010912,0.121336,11.119168,103.053278,74708
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,200,0.059679,0.008442,0.071338,8.450856,,71475
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,205,0.094401,0.001477,0.096849,65.587129,,70519
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,210,0.152724,0.002006,0.133469,66.521332,,67492
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,215,0.044488,0.003800,0.058650,15.432733,,63163
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,220,0.089789,0.005235,0.093669,17.891278,,62041
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,225,0.078668,0.009057,0.085764,9.469115,,61082
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,230,0.058865,0.007218,0.070688,9.793192,,61677
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,235,0.080838,0.007816,0.087335,11.174051,,60990
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,240,0.208333,0.009698,0.164166,16.928163,,57758
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,245,0.037435,0.009752,0.052275,5.360559,,56866
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,250,0.116374,0.010472,0.111347,10.632449,,52987
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,255,0.048828,0.012147,0.062406,5.137403,,51115
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,260,0.061849,0.012934,0.073058,5.648608,,53860
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,265,0.178765,0.009398,0.148240,15.774405,,53673
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,270,0.070530,0.008743,0.079743,9.120822,,53863
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,275,0.116916,0.013332,0.111693,8.377974,13.610343,54801
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,280,0.083550,0.013409,0.089278,6.657908,9.728493,53402
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,285,0.019531,0.008854,0.033879,3.826391,1.921981,51477
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,290,0.093316,0.016096,0.096105,5.970586,6.985506,52623
v2_boxbed_broken,ovf2_v0p9,box,0.00,0.90,295,0.093859,0.015918,0.096478,6.060855,7.211639,52420
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,0,0.000000,0.191990,,,0.000000,5206
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,5,0.022786,0.207720,0.037546,0.180752,0.043781,4701
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,10,0.244954,0.169140,0.182880,1.081239,0.600354,3809
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,15,0.301107,0.166718,0.209857,1.258752,0.821190,3276
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,20,0.311957,0.148453,0.214869,1.447389,1.039563,3916
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,25,0.301107,0.127647,0.209857,1.644045,1.251244,5820
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,30,0.272624,0.107231,0.196405,1.831609,1.309581,8315
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,35,0.255805,0.097054,0.188242,1.939552,1.342878,10612
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,40,0.217556,0.089724,0.168976,1.883287,0.964417,12869
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,45,0.177138,0.106493,0.147339,1.383555,0.921475,14204
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,50,0.160862,0.094963,0.138169,1.454980,1.021317,15241
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,55,0.185004,0.080201,0.151670,1.891125,1.211015,15406
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,60,0.190430,0.078611,0.154620,1.966911,1.281731,14852
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,65,0.166558,0.077949,0.141412,1.814160,1.191375,15214
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,70,0.145128,0.078303,0.129006,1.647533,1.014397,16348
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,75,0.144314,0.077422,0.128524,1.660038,1.078842,17745
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,80,0.143229,0.076429,0.127879,1.673171,1.118596,19282
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,85,0.153537,0.070228,0.133943,1.907245,1.318206,20851
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,90,0.134549,0.066827,0.122658,1.835447,1.193817,22330
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,95,0.131022,0.065440,0.120505,1.841470,1.254157,23739
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,100,0.134277,0.061762,0.122493,1.983308,1.398993,25662
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,105,0.122884,0.061058,0.115462,1.891035,1.085877,28017
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,110,0.112033,0.060938,0.108561,1.781499,1.174516,30692
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,115,0.113390,0.060161,0.109436,1.819035,1.148631,33639
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,120,0.100369,0.052459,0.100889,1.923199,0.994496,36409
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,125,0.099284,0.064917,0.100160,1.542889,1.096696,39138
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,130,0.085449,0.065471,0.090625,1.384200,1.169241,41908
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,135,0.083822,0.056465,0.089471,1.584534,1.343456,44352
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,140,0.065918,0.048653,0.076228,1.566751,1.599819,46767
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,145,0.079481,0.035473,0.086355,2.434385,2.372498,49009
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,150,0.088162,0.031386,0.092533,2.948219,3.099886,51293
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,155,0.100369,0.025191,0.100889,4.004983,4.281269,53623
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,160,0.089789,0.023976,0.093669,3.906790,4.790656,55913
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,165,0.087891,0.021807,0.092343,4.234603,5.897810,58530
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,170,0.091688,0.018368,0.094985,5.171231,6.920191,61159
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,175,0.090332,0.016920,0.094046,5.558335,7.451895,63856
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,180,0.084635,0.012625,0.090049,7.132868,7.758621,66605
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,185,0.094672,0.013455,0.097034,7.211689,9.874681,69280
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,190,0.066732,0.012714,0.076854,6.044691,8.646460,71455
v3_sdfbed_nohead,ovf3_box,box,0.00,0.70,195,0.088976,0.016882,0.093102,5.514951,15.571898,73505
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,0,0.000000,0.206770,,,0.000000,3
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,5,0.011393,0.199664,0.023652,0.118461,0.021051,32
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,10,0.226780,0.168163,0.173719,1.033039,0.516584,20
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,15,0.259874,0.156461,0.190233,1.215846,0.670598,68
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,20,0.251194,0.145960,0.185973,1.274132,0.732728,121
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,25,0.229763,0.133382,0.175239,1.313816,0.774399,207
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,30,0.212945,0.121048,0.166580,1.376143,0.818539,296
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,35,0.189073,0.109365,0.153885,1.407079,0.804366,301
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,40,0.173611,0.096533,0.145377,1.505975,0.730377,333
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,45,0.152724,0.097672,0.133469,1.366497,0.599465,348
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,50,0.121799,0.108710,0.114782,1.055852,0.528327,380
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,55,0.121528,0.100984,0.114611,1.134943,0.572085,443
