round,run,bed,head_len,U,frame,q,y_b,y_c,ratio,froude,n_sunk
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,60,0.137533,0.094673,0.124465,1.314690,0.656937,471
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,65,0.148383,0.092013,0.130928,1.422925,0.719088,520
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,70,0.122613,0.092352,0.115292,1.248399,0.609294,595
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,75,0.110135,0.090639,0.107331,1.184166,0.561395,652
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,80,0.111491,0.089316,0.108211,1.211541,0.608189,686
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,85,0.116374,0.087747,0.111347,1.268959,0.645118,722
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,90,0.102268,0.084994,0.102157,1.201938,0.586148,734
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,95,0.099826,0.080567,0.100525,1.247711,0.589836,780
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,100,0.099284,0.077979,0.100160,1.284452,0.598951,832
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,105,0.088704,0.076519,0.092912,1.214246,0.565425,856
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,110,0.087619,0.073348,0.092153,1.256384,0.584748,936
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,115,0.075141,0.071447,0.083182,1.164249,0.528042,960
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,120,0.082465,0.067187,0.088503,1.317264,0.613275,1019
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,125,0.062391,0.064103,0.073484,1.146337,0.442850,1051
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,130,0.056966,0.063024,0.069160,1.097359,0.445757,1063
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,135,0.053168,0.057723,0.066051,1.144270,0.421101,1074
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,140,0.049371,0.058650,0.062867,1.071899,0.386456,1123
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,145,0.046387,0.057035,0.060308,1.057374,0.375953,1152
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,150,0.042046,0.054725,0.056485,1.032150,0.352424,1172
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,155,0.037706,0.049361,0.052527,1.064144,0.300132,1188
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,160,0.040148,0.050660,0.054771,1.081141,0.311184,1222
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,165,0.025228,0.052040,0.040182,0.772139,0.192546,1256
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,170,0.033637,0.048956,0.048677,0.994299,0.270210,1286
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,175,0.026584,0.046550,0.041610,0.893874,0.224851,1293
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,180,0.023600,0.047569,0.038435,0.807976,0.208219,1308
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,185,0.024957,0.051903,0.039893,0.768614,0.218259,1345
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,190,0.021430,0.052849,0.036041,0.681957,0.188154,1363
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,195,0.020074,0.054437,0.034504,0.633825,0.180949,1399
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,200,0.018446,0.053672,0.032612,0.607624,0.170371,1409
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,205,0.014106,0.053438,0.027272,0.510343,0.133182,1446
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,210,0.011664,0.050100,0.024026,0.479567,0.111551,1475
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,215,0.011664,0.056232,0.024026,0.427271,0.110853,1491
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,220,0.010308,0.055197,0.022126,0.400848,0.096972,1506
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,225,0.013021,0.060134,0.025855,0.429945,0.125028,1523
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,230,0.011393,0.060734,0.023652,0.389441,0.108720,1551
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,235,0.011664,0.054670,0.024026,0.439480,0.109119,1562
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,240,0.013563,0.051335,0.026568,0.517534,0.128333,1573
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,245,0.010851,0.056865,0.022895,0.402625,0.101447,1618
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,250,0.007867,0.050873,0.018477,0.363208,0.075324,1635
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,255,0.007595,0.052889,0.018050,0.341284,0.074284,1674
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,260,0.007867,0.055078,0.018477,0.335477,0.076317,1695
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,265,0.008409,0.055043,0.019317,0.350949,0.082115,1719
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,270,0.008409,0.051479,0.019317,0.375251,0.084090,1733
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,275,0.008138,0.052282,0.018900,0.361497,0.083665,1751
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,280,0.008681,0.053162,0.019731,0.371140,0.090457,1761
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,285,0.011664,0.051966,0.024026,0.462347,0.125691,1760
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,290,0.010037,0.053286,0.021736,0.407911,0.112474,1803
v3_sdfbed_nohead,ovf3_sdf_v0p5,sdf,0.00,0.50,295,0.010037,0.052464,0.021736,0.414301,0.113773,1812
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,0,0.000000,0.206114,,,0.000000,3
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,5,0.011393,0.215523,0.023652,0.109744,0.020695,5
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,10,0.236003,0.180406,0.178397,0.988863,0.517484,23
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,15,0.293783,0.168410,0.206440,1.225817,0.717347,49
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,20,0.283203,0.150786,0.201454,1.336028,0.788048,125
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,25,0.260145,0.136172,0.190365,1.397980,0.858578,229
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,30,0.243327,0.124864,0.182069,1.458145,0.921492,287
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,35,0.218370,0.106488,0.169397,1.590755,0.915225,331
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,40,0.186903,0.098543,0.152706,1.549639,0.774152,345
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,45,0.149468,0.101386,0.131566,1.297676,0.611840,369
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,50,0.124783,0.103110,0.116649,1.131304,0.562563,412
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,55,0.119358,0.096344,0.113243,1.175396,0.568212,465
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,60,0.138618,0.091092,0.125119,1.373536,0.664142,497
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,65,0.131022,0.092811,0.120505,1.298400,0.641092,539
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,70,0.116916,0.092254,0.111693,1.210714,0.591198,589
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,75,0.118001,0.092634,0.112383,1.213194,0.615721,650
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,80,0.114746,0.088452,0.110307,1.247078,0.620682,684
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,85,0.110677,0.084154,0.107683,1.279605,0.633698,736
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,90,0.112305,0.081700,0.108737,1.330931,0.682584,775
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,95,0.099826,0.077788,0.100525,1.292286,0.634724,814
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,100,0.088162,0.073378,0.092533,1.261043,0.574966,842
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,105,0.077582,0.073000,0.084974,1.164034,0.529729,911
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,110,0.075684,0.068381,0.083582,1.222294,0.535003,947
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,115,0.061578,0.066111,0.072844,1.101839,0.440094,993
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,120,0.057237,0.065751,0.069379,1.055188,0.424134,1049
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,125,0.067003,0.060239,0.077062,1.279261,0.510259,1079
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,130,0.057509,0.058602,0.069598,1.187639,0.447610,1104
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,135,0.048828,0.058584,0.062406,1.065234,0.392035,1141
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,140,0.043403,0.054168,0.057693,1.065082,0.345463,1163
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,145,0.040961,0.054323,0.055509,1.021827,0.340813,1184
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,150,0.037435,0.056148,0.052275,0.931020,0.319056,1213
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,155,0.039062,0.051523,0.053780,1.043797,0.316911,1237
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,160,0.034451,0.049362,0.049459,1.001972,0.281816,1265
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,165,0.029297,0.049769,0.044394,0.891997,0.238220,1281
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,170,0.028483,0.047935,0.043568,0.908905,0.235215,1298
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,175,0.023872,0.047447,0.038728,0.816252,0.202223,1339
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,180,0.021701,0.051995,0.036344,0.698994,0.188817,1366
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,185,0.024414,0.055295,0.039313,0.710976,0.219569,1370
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,190,0.019803,0.052720,0.034192,0.648554,0.183731,1377
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,195,0.015734,0.054189,0.029331,0.541268,0.150120,1402
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,200,0.015734,0.054707,0.029331,0.536144,0.154229,1432
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,205,0.014377,0.052690,0.027620,0.524205,0.137080,1440
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,210,0.014920,0.052303,0.028311,0.541283,0.146259,1469
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,215,0.009494,0.055288,0.020945,0.378838,0.091908,1518
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,220,0.008681,0.056350,0.019731,0.350148,0.083732,1541
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,225,0.010308,0.053581,0.022126,0.412936,0.099379,1564
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,230,0.010851,0.053793,0.022895,0.425619,0.108148,1608
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,235,0.008138,0.056436,0.018900,0.334891,0.082033,1631
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,240,0.010037,0.056798,0.021736,0.382685,0.102946,1661
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,245,0.012207,0.059010,0.024766,0.419686,0.128169,1686
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,250,0.009766,0.057702,0.021342,0.369876,0.104121,1690
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,255,0.007867,0.055367,0.018477,0.333727,0.084115,1712
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,260,0.011393,0.053454,0.023652,0.442482,0.124099,1738
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,265,0.011393,0.053531,0.023652,0.441847,0.126742,1771
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,270,0.009223,0.047390,0.020544,0.433515,0.105585,1778
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,275,0.008952,0.047684,0.020140,0.422357,0.104270,1806
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,280,0.009494,0.046376,0.020945,0.451641,0.112162,1817
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,285,0.010851,0.050846,0.022895,0.450293,0.130453,1849
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,290,0.006782,0.046443,0.016737,0.360367,0.083204,1871
v3_sdfbed_nohead,ovf3_sdf_v0p7,sdf,0.00,0.70,295,0.008138,0.048958,0.018900,0.386040,0.099763,1873
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,0,0.000000,0.203846,,,0.000000,3
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,5,0.011393,0.224742,0.023652,0.105242,0.020012,24
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,10,0.245226,0.191758,0.183015,0.954406,0.522211,20
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,15,0.332845,0.175177,0.224356,1.280743,0.774112,50
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,20,0.309245,0.162918,0.213622,1.311221,0.839013,137
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,25,0.292969,0.143294,0.206059,1.438010,0.958684,235
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,30,0.289714,0.123726,0.204530,1.653087,1.091316,322
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,35,0.242784,0.107553,0.181799,1.690323,0.979131,337
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,40,0.198296,0.099894,0.158850,1.590186,0.777172,348
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,45,0.161133,0.105658,0.138325,1.309174,0.673868,360
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,50,0.137804,0.104306,0.124629,1.194833,0.631734,383
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,55,0.141330,0.096846,0.126746,1.308732,0.698120,422
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,60,0.134820,0.089828,0.122823,1.367318,0.704445,467
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,65,0.126953,0.083307,0.117997,1.416412,0.708442,514
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,70,0.112033,0.080424,0.108561,1.349860,0.594926,566
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,75,0.108507,0.082614,0.106271,1.286358,0.570945,632
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,80,0.091960,0.084031,0.095172,1.132576,0.524580,703
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,85,0.086806,0.078736,0.091582,1.163153,0.534246,774
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,90,0.088162,0.076949,0.092533,1.202534,0.563955,854
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,95,0.082465,0.072183,0.088503,1.226085,0.554899,887
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,100,0.086534,0.070377,0.091391,1.298587,0.612169,943
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,105,0.061306,0.067578,0.072630,1.074754,0.435780,990
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,110,0.062663,0.065439,0.073697,1.126203,0.458284,1058
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,115,0.056424,0.058946,0.068720,1.165818,0.433757,1118
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,120,0.059679,0.060396,0.071338,1.181173,0.478700,1168
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,125,0.052897,0.059222,0.065826,1.111520,0.434294,1202
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,130,0.050456,0.055430,0.063785,1.150724,0.427756,1246
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,135,0.046387,0.053875,0.060308,1.119406,0.403106,1283
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,140,0.043403,0.050738,0.057693,1.137085,0.379397,1321
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,145,0.034451,0.053623,0.049459,0.922340,0.300384,1356
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,150,0.032552,0.048570,0.047624,0.980526,0.287188,1388
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,155,0.035265,0.048308,0.050235,1.039884,0.317331,1430
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,160,0.027941,0.048704,0.043013,0.883160,0.263024,1477
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,165,0.027398,0.047137,0.042454,0.900667,0.266205,1513
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,170,0.025770,0.046084,0.040756,0.884390,0.246735,1551
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,175,0.020888,0.045999,0.035430,0.770224,0.197471,1585
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,180,0.023600,0.047418,0.038435,0.810553,0.226532,1641
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,185,0.018717,0.047296,0.032931,0.696277,0.185101,1681
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,190,0.016005,0.048888,0.029667,0.606845,0.163165,1735
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,195,0.011936,0.051862,0.024397,0.470433,0.120586,1766
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,200,0.012207,0.051853,0.024766,0.477614,0.123434,1803
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,205,0.011936,0.051435,0.024397,0.474335,0.122232,1849
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,210,0.012750,0.050718,0.025494,0.502668,0.127011,1869
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,215,0.013292,0.053292,0.026212,0.491863,0.129501,1904
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,220,0.013021,0.052621,0.025855,0.491332,0.126949,1937
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,225,0.010308,0.052715,0.022126,0.419725,0.102023,1971
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,230,0.008409,0.049569,0.019317,0.389712,0.081137,1999
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,235,0.011936,0.051078,0.024397,0.477652,0.115850,2050
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,240,0.011393,0.052900,0.023652,0.447118,0.114255,2088
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,245,0.008409,0.050950,0.019317,0.379143,0.081218,2111
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,250,0.006510,0.050928,0.016287,0.319810,0.062601,2144
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,255,0.010037,0.050095,0.021736,0.433894,0.097981,2210
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,260,0.007595,0.052531,0.018050,0.343613,0.076072,2263
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,265,0.008952,0.052388,0.020140,0.384434,0.090611,2277
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,270,0.008409,0.053323,0.019317,0.362275,0.086636,2298
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,275,0.009766,0.049946,0.021342,0.427309,0.102515,2306
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,280,0.010037,0.054861,0.021736,0.396198,0.105069,2321
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,285,0.011122,0.052026,0.023275,0.447378,0.118910,2350
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,290,0.008138,0.048941,0.018900,0.386171,0.088515,2370
v3_sdfbed_nohead,ovf3_sdf_v0p9,sdf,0.00,0.90,295,0.006239,0.051500,0.015832,0.307410,0.069501,2392
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,0,0.000000,0.206100,,,0.000000,3
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,5,0.011393,0.219324,0.023652,0.107842,0.020586,19
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,10,0.242784,0.182709,0.181799,0.995018,0.516684,22
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,15,0.307346,0.181820,0.212746,1.170092,0.685010,86
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,20,0.296224,0.168779,0.207582,1.229903,0.683159,174
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,25,0.279948,0.165992,0.199907,1.204316,0.679419,147
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,30,0.272081,0.161302,0.196144,1.216005,0.689200,173
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,35,0.284559,0.162408,0.202097,1.244379,0.736082,176
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,40,0.283203,0.156135,0.201454,1.290253,0.761319,186
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,45,0.272624,0.149092,0.196405,1.317338,0.769554,201
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,50,0.263943,0.144747,0.192214,1.327931,0.759134,207
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,55,0.261230,0.140363,0.190894,1.360003,0.784396,228
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,60,0.240614,0.137272,0.180714,1.316462,0.751199,232
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,65,0.256076,0.128854,0.188375,1.461922,0.846948,252
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,70,0.221625,0.124205,0.171076,1.377370,0.750326,249
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,75,0.206434,0.124422,0.163167,1.311401,0.743495,252
v4_sdfbed_head0p8,ovf4_head1p0,sdf,1.00,0.80,80,0.189616,0.118961,0.154180,1.296054,0.711264,268
