t,dx,dy,dz,dmag,yaw_deg,pitch_deg,roll_deg
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.114592408343730967e-01,-3.004083449378895480e-03,1.155580128911553109e-02
3.333333333333333287e-02,6.351470947265625000e-04,1.025199890136718750e-04,5.936622619628906250e-05,6.461010198108851910e-04,-3.102358365601474710e-01,-7.613129619105213873e-03,-3.185290235689185092e-03
6.666666666666666574e-02,2.208232879638671875e-03,-6.103515625000000000e-05,2.741813659667968750e-05,2.209246391430497169e-03,-3.196390060152716206e-01,6.165039051741594278e-03,6.367019572431656350e-04
1.000000000000000056e-01,4.405498504638671875e-03,-3.495216369628906250e-04,-1.071691513061523438e-04,4.420640878379344940e-03,-3.173808814426419267e-01,2.886517609333227874e-03,1.229266776834932661e-03
1.333333333333333315e-01,6.984710693359375000e-03,-5.116462707519531250e-04,-1.287460327148437500e-05,7.003437262028455734e-03,-3.217809906915846119e-01,2.476509074105764929e-03,8.953536734690360419e-03
1.666666666666666574e-01,9.639739990234375000e-03,-7.867813110351562500e-04,1.977682113647460938e-04,9.673816151916980743e-03,-3.377099523314063823e-01,5.304387274928718497e-03,1.497147617339709275e-02
1.999999999999999833e-01,1.241683959960937500e-02,-1.161575317382812500e-03,5.662441253662109375e-05,1.247118134051561356e-02,-3.601748447179750068e-01,1.766657985733719512e-03,1.585558046193710421e-02
2.333333333333333093e-01,1.507616043090820312e-02,-1.101016998291015625e-03,-1.081228256225585938e-04,1.511669717729091644e-02,-3.549635704638139377e-01,2.707770424835870011e-04,-8.266369845140158351e-03
2.666666666666666630e-01,1.764202117919921875e-02,-1.285076141357421875e-03,1.430511474609375000e-05,1.768876798450946808e-02,-3.729589578122554649e-01,4.376765022227588385e-04,1.636712594570068763e-02
2.999999999999999889e-01,2.011013031005859375e-02,-1.257419586181640625e-03,6.878376007080078125e-05,2.014951966702938080e-02,-3.680040557758079145e-01,-6.578748245493361464e-03,7.850037631963482226e-03
3.333333333333333148e-01,2.273988723754882812e-02,-1.406669616699218750e-03,5.602836608886718750e-06,2.278335392475128174e-02,-3.834049317349966235e-01,-4.176769900458557859e-03,-7.569501285523761065e-03
3.666666666666666408e-01,2.554273605346679688e-02,-1.718997955322265625e-03,4.661083221435546875e-05,2.560055628418922424e-02,-4.057069667985427341e-01,-7.305158290409723143e-03,-3.055856608455289648e-03
3.999999999999999667e-01,2.862834930419921875e-02,-2.080440521240234375e-03,2.050399780273437500e-05,2.870384976267814636e-02,-4.231805650469923075e-01,-3.343612719979291176e-03,1.232862568776856883e-02
