t,dx,dy,dz,dmag,yaw_deg,pitch_deg,roll_deg
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.111573792642069403e-01,-3.564539157396787693e-03,9.033644715092561950e-03
3.333333333333333287e-02,5.502700805664062500e-04,2.942085266113281250e-04,-1.194477081298828125e-04,6.353137432597577572e-04,2.386668466005059941e-01,-9.601503824567378300e-04,6.230962633553115831e-03
6.666666666666666574e-02,2.059936523437500000e-03,5.464553833007812500e-04,2.363920211791992188e-04,2.144255908206105232e-03,2.327106815204168511e-01,8.645225230557692167e-03,4.585847538932075716e-03
1.000000000000000056e-01,4.138469696044921875e-03,4.286766052246093750e-04,-1.759529113769531250e-04,4.164331126958131790e-03,2.307782715938321572e-01,-7.559945211378442083e-04,2.948372634552662904e-03
1.333333333333333315e-01,6.432533264160156250e-03,6.475448608398437500e-04,1.131296157836914062e-04,6.466033868491649628e-03,2.491827766013868795e-01,-1.098413980199058546e-03,2.111213473482924721e-02
1.666666666666666574e-01,9.279251098632812500e-03,4.634857177734375000e-04,1.267194747924804688e-04,9.291683323681354523e-03,2.115473537173455654e-01,-4.873770194680529001e-03,-1.096315147777467656e-02
1.999999999999999833e-01,1.216554641723632812e-02,1.039505004882812500e-04,2.527236938476562500e-05,1.216601673513650894e-02,1.817904873398478727e-01,3.495320751360095346e-03,-6.653984129897640327e-03
2.333333333333333093e-01,1.502084732055664062e-02,-2.918243408203125000e-04,1.549720764160156250e-04,1.502448134124279022e-02,1.498215734861916282e-01,5.937072733677490992e-03,7.221678571115489574e-03
2.666666666666666630e-01,1.784229278564453125e-02,-6.899833679199218750e-04,4.202127456665039062e-04,1.786057278513908386e-02,1.175999693136713653e-01,7.473710216951646480e-03,1.872815525560348263e-02
2.999999999999999889e-01,2.060890197753906250e-02,-1.104831695556640625e-03,1.000165939331054688e-04,2.063873782753944397e-02,8.164460621278792074e-02,-3.787716755795610991e-03,1.514667986375717486e-02
3.333333333333333148e-01,2.337741851806640625e-02,-1.510620117187500000e-03,8.940696716308593750e-05,2.342634461820125580e-02,4.596108330684965659e-02,-6.058649600645722548e-03,-6.317340097288313104e-03
3.666666666666666408e-01,2.611732482910156250e-02,-1.911640167236328125e-03,-1.204013824462890625e-05,2.618719451129436493e-02,1.612160599144385476e-02,3.076952696581138676e-03,-5.523386885298863652e-03
3.999999999999999667e-01,2.891778945922851562e-02,-2.315998077392578125e-03,7.736682891845703125e-05,2.901048772037029266e-02,-1.586411152829301022e-02,5.341203762133339174e-03,4.256097478387231223e-03
4.333333333333332926e-01,3.183603286743164062e-02,-2.710819244384765625e-03,1.299381256103515625e-04,3.195149824023246765e-02,-4.166063879089360739e-02,-5.891930285895264144e-03,1.274012457494200223e-02
4.666666666666666186e-01,3.475666046142578125e-02,-3.013134002685546875e-03,-1.176595687866210938e-04,3.488722443580627441e-02,-6.098747947055788154e-02,9.669577473556898719e-04,-5.055990003432416467e-03
