label,arm,arm_meaning,vehicle,arr_class,params_class,n_grid,dx_m,h_m,grid_lim_m,water_layers,realized_depth_m,depth_over_dx,nominal_depth_m,velocity_ms,mass_kg,mass_source,mass_alt_kg,hull_m3,solid_volume_m3,fill_ratio,realized_rho,rho_hull_basis,mode,mode_continuity_ssf,mode_agrees_across_ssf,ssf_own,ssf_continuity,peak_surge_accel_g,ratio_slide,longest_joint_frames,sustain_frames_required,margin_frames,k_crit,headroom_x,passthrough_max_frac,passthrough_gate_P2_limit,passthrough_P2_pass,C2_veh_zmin_rise_m,C3_oob_particle_frames,leaked_particle_frames,substeps,determinism_identical_FLAG_DO_NOT_TRUST,hull_source,hull_sha256,driver_sha256,runner_sha256,job_id,node,engine,canonical
MU_silverado_n96_m2270_mu0p30,MU,,silverado,large_4wd,light_pickup,96,0.13612430195013683,0.06806215097506842,13.067932987213135,4,0.27224860390027367,2.0,0.3,1.5,2270.0,explicit --mass,2270.0,7.962083114517729,8.00092456405723,1.0048783024468408,283.717210658076,285.1012690210401,SLIDE,SLIDE,True,1.19,1.42,1.099141276710658,4.112081527709961,13,3,10,0.3597395379474547,2.7797889709472656,0.09169538815033645,0.1,True,0.0,0,95090,12,True,/work/11603/jcerrell0629/vista/can-it-ford/vehicle_geometry_research/silverado_g96_pd8_coarse_watertight.ply,46fba11e77cd92dda7464232bad2b03f14a2afbc91f87490bcf2f1f7d466d7f9,4696c3b2d39f4e28f9c49c9f96c5c28a786c237f19204cc32036f703277d10d9,db436c4cff2eee5a77bbdbaed10919e36b4a691447e69fd97bdda999d31cc500,,c301-004.ls6.tacc.utexas.edu,warpmpm,NO
