t,dx,dy,dz,dmag,yaw_deg,pitch_deg,roll_deg
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.824362310330623238e+00,-1.027570777880010408e-03,-4.545574268976127104e-03
3.333333333333333287e-02,5.459141731262207031e-02,8.171796798706054688e-04,1.638054847717285156e-03,5.462209880352020264e-02,2.353233462718230751e+00,-1.043834061104695734e-03,-4.034901968869033517e-01
6.666666666666666574e-02,1.237409114837646484e-01,1.983284950256347656e-03,1.595914363861083984e-04,1.237569004297256470e-01,2.939138188779326200e+00,4.601941255540250436e-03,3.414426573829249661e-02
1.000000000000000056e-01,1.941492557525634766e-01,3.117084503173828125e-03,5.209445953369140625e-05,1.941742897033691406e-01,3.474676246127100576e+00,-3.100073787386024068e-03,-1.251223704751224658e-02
1.333333333333333315e-01,2.658388614654541016e-01,4.274249076843261719e-03,-1.057982444763183594e-05,2.658732235431671143e-01,4.000251832240177663e+00,-4.073290543922922680e-04,3.762698019659799047e-03
1.666666666666666574e-01,3.385450839996337891e-01,5.463957786560058594e-03,-9.536743164062500000e-07,3.385891616344451904e-01,4.515370612177376231e+00,1.908154292333392966e-03,-3.543967819064502717e-04
1.999999999999999833e-01,4.119212627410888672e-01,6.702542304992675781e-03,5.364418029785156250e-07,4.119757711887359619e-01,5.022107042455676407e+00,1.686087996228268025e-03,-1.566913305623861795e-03
2.333333333333333093e-01,4.857590198516845703e-01,8.004307746887207031e-03,-1.329183578491210938e-05,4.858249723911285400e-01,5.523529585559706412e+00,-1.168693766950280140e-03,6.101604045018597412e-04
2.666666666666666630e-01,5.598483085632324219e-01,9.377956390380859375e-03,-6.496906280517578125e-06,5.599268674850463867e-01,6.019963529248689049e+00,-1.390715925709312857e-04,5.496065711737149750e-03
2.999999999999999889e-01,6.340441703796386719e-01,1.081883907318115234e-02,2.384185791015625000e-06,6.341364383697509766e-01,6.482879600246302942e+00,-2.591077743433793049e-03,-4.795310303823616658e-05
3.333333333333333148e-01,6.902694702148437500e-01,8.948087692260742188e-03,2.004504203796386719e-04,6.903274655342102051e-01,3.413515317204221411e+00,-9.652192882878597030e-03,-3.340397061581964339e-02
3.666666666666666408e-01,7.347364425659179688e-01,4.471540451049804688e-03,1.312226057052612305e-03,7.347512245178222656e-01,-3.873624727401702578e-02,-1.704810547760554629e-02,-3.128573752213893999e-01
3.999999999999999667e-01,7.353711128234863281e-01,2.947688102722167969e-03,4.301488399505615234e-03,7.353895902633666992e-01,2.642829641545363373e-02,-1.039336745890815927e-01,-2.063022620226650228e-01
4.333333333333332926e-01,7.357337474822998047e-01,1.730442047119140625e-03,1.195028424263000488e-02,7.358328104019165039e-01,2.281005279045522269e-04,-3.139299817253458635e-01,-1.230977513272159436e-02
4.666666666666666186e-01,7.356779575347900391e-01,5.143880844116210938e-04,1.980826258659362793e-02,7.359447479248046875e-01,1.254206305454734971e-03,-5.487327555246229727e-01,-3.815144234181443855e-02
4.999999999999999445e-01,7.356998920440673828e-01,-8.803606033325195312e-04,2.655059099197387695e-02,7.361793518066406250e-01,4.577651645433391051e-03,-7.741943118189819062e-01,-2.139296123090655977e-02
