run,vehicle,arm,repeat,n_grid,dx,water_layers,hull_m3,solid_volume_m3,fill_ratio,realized_rho,mass_kg,depth_m,velocity_ms,frames,final_disp_mag_m,passthrough_max_frac,C2_veh_zmin_rise,final_roll_deg,final_pitch_deg,final_yaw_deg,local_depth_bow_peak,local_depth_footprint_peak,n_water,n_vehicle,n_carved,substeps,bulk_modulus,floor_friction,water_eta
rogueg96ff_A1,rogue_g96_correctedhull,A,1,96,0.10776411740031715,6,5.628593964184732,5.562341563177087,0.988229315983847,197.75844174727453,1100.0,0.3,1.5,90,0.7064774036407471,0.12208297320656872,-1.2993812561035156e-05,-0.0017058307822549255,-0.0006990576052299068,-5.176545730439304,0.44068380451062694,0.5699339137063362,180492,35557,3258,15,150000.0,0.55,0.001
rogueg96ff_A2,rogue_g96_correctedhull,A,2,96,0.10776411740031715,6,5.628593964184732,5.562341563177087,0.988229315983847,197.75844174727453,1100.0,0.3,1.5,90,0.7089729905128479,0.12219932185360016,-1.430511474609375e-05,-0.0017159620488750571,1.1413213356710974e-06,-5.210114829549447,0.44086422777036205,0.570197723864112,180492,35557,3258,15,150000.0,0.55,0.001
rogueg96ff_A3,rogue_g96_correctedhull,A,3,96,0.10776411740031715,6,5.628593964184732,5.562341563177087,0.988229315983847,197.75844174727453,1100.0,0.3,1.5,90,0.7100929617881775,0.12219378144183676,-1.2576580047607422e-05,-0.00015723537416042563,-0.0003801773171715685,-5.23403116381507,0.4409396276460029,0.5701731071458198,180492,35557,3258,15,150000.0,0.55,0.001
rogueg96ff_B1,rogue_g96_correctedhull,B,1,96,0.10776411740031715,6,5.628593964184732,5.562341563177087,0.988229315983847,197.75844174727453,1100.0,0.3,1.5,90,0.7822728157043457,0.12289187332402544,-0.002093970775604248,0.00036093319977942057,0.0006904849028178891,-5.786324102083709,0.44283887004712597,0.582759045122657,180492,35557,3258,15,150000.0,0.55,0.001
rogueg96ff_B2,rogue_g96_correctedhull,B,2,96,0.10776411740031715,6,5.628593964184732,5.562341563177087,0.988229315983847,197.75844174727453,1100.0,0.3,1.5,90,0.7835264801979065,0.12294173702989607,-0.0020966529846191406,-0.002041456372961034,0.001376119908586423,-5.802130440483588,0.44283207511762157,0.5826531276688911,180492,35557,3258,15,150000.0,0.55,0.001
rogueg96ff_B3,rogue_g96_correctedhull,B,3,96,0.10776411740031715,6,5.628593964184732,5.562341563177087,0.988229315983847,197.75844174727453,1100.0,0.3,1.5,90,0.7830060124397278,0.1230359240298739,-0.0020963549613952637,-0.0011680509354256123,-0.0010210276117351169,-5.807928417315282,0.4430316314683296,0.582794867514167,180492,35557,3258,15,150000.0,0.55,0.001
